X,Y,OBJECTID,Cartegraph_ID,Cartegraph_Type,Year_Built,Ownership,X_Coordinate,Y_Coordinate,Comment,Field_Survey,Point_Confidence,File_Number,Watershed,Subdivision,Council_District,Map_Grid,INST_DATE,Rim_Elevation,East_Invert,West_Invert,North_Invert,South_Invert,STREET,PROP_GPIN,created_date,Conflict_in_structure,Pavement_Segment_ID,Stormpipe_Network_ID,Flushing_Maint_Year,CCTV_Maint_Year,last_edited_date
-8470253.6246,4417467.8768,1162,04150-238,STORMWATER MANHOLE,,VIRGINIA BEACH PUBLIC WORKS,12188181.1939784,3475980.7350989, ,,FIELD,KINGS POINT DITCH,Thalia Creek,NO ASSOCIATED SUBDIVISION,District 8,G06,,10.56000042,4.46000004,4.46000004,0,0,ALCOTT RD,14878610720000,,,0181-003,,,,
-8469731.9413,4418413.601,1163,05060-528,STORMWATER MANHOLE,1984,VIRGINIA BEACH PUBLIC WORKS,12189488.7619013,3478490.1690564,NAVD88 - JANUARY 2016 PW SURVEY- could not open,,SURVEY,H06-39,Eastern Lynnhaven River,NO ASSOCIATED SUBDIVISION,District 8,H06,1984/01/01 05:00:00+00,-99,4.6500001,5.05999994,4.09000015,4.09000015,LYNNHAVEN RD N,14879844170000,,,0071-018,,,,
-8469787.4444,4418466.6666,1164,05060-010,CONFLICT MANHOLE,1981,VIRGINIA BEACH PUBLIC WORKS,12189339.3717801,3478625.27180456,NAVD88 - JANUARY 2016 PW SURVEY,,SURVEY,H06-523,Eastern Lynnhaven River,NO ASSOCIATED SUBDIVISION,District 8,H06,1981/01/01 05:00:00+00,10.89000034,7.34000015,0,3.07999992,2.98000002,LYNNHAVEN RD N,14879835420000,,,0071-020,,,,
-8469875.6163,4418565.8894,1165,05060-210,STORMWATER MANHOLE,2001,VIRGINIA BEACH PUBLIC WORKS,12189101.0559838,3478878.93796389,NAVD88-CIP2-300.028,,SURVEY,2-300.028,Eastern Lynnhaven River,NO ASSOCIATED SUBDIVISION,District 8,H06,2001/01/01 05:00:00+00,10.28999996,5.55999994,5.57000017,6.26999998,0,LYNNHAVEN RD N,14879808910000,,,0071-020,,,,
-8474972.3814,4417888.0742,1166,04510-1326,STORMWATER MANHOLE,1965,VIRGINIA BEACH PUBLIC WORKS,12175753.5465896,3476766.28339656,,,PLANS,E06-019,Thalia Creek,NO ASSOCIATED SUBDIVISION,District 9,E06,1965/01/01 05:00:00+00,-99,0,0,0,0,CONSTITUTION DR (NB),14776761020000,,,0021-008,NET_ID_017494,,,
-8474973.8003,4417891.075,1167,04510-1327,STORMWATER MANHOLE,1965,VIRGINIA BEACH PUBLIC WORKS,12175749.6210726,3476774.04125506,,,PLANS,E06-019,Thalia Creek,NO ASSOCIATED SUBDIVISION,District 9,E06,1965/01/01 05:00:00+00,-99,0,0,0,0,CONSTITUTION DR (NB),14776761020000,,,0021-008,NET_ID_017494,,,
-8478489.0135,4417560.5762,1168,21080-244,STORMWATER MANHOLE,,PRIVATELY OWNED,12166533.9449501,3475679.08445548,NAVD88-APR 2018 PW SURVEY,,SURVEY, ,Elizabeth River,NO ASSOCIATED SUBDIVISION,District 4,D07,,16.93000031,14.19999981,14.26000023,0,0,CLEARFIELD AV,14676557950000,,,1750-002,,,,
-8477813.2476,4417904.2695,1169,01540-0579,STORMWATER MANHOLE,,PRIVATELY OWNED,12168287.4276636,3476622.3735794, ,,PLANS,I14503,Thalia Creek,NO ASSOCIATED SUBDIVISION,District 4,D06,,-99,0,0,0,0,RICHARD RD,14678625470000,,,5875-001,,,,
-8477682.8898,4418505.1181,1170,01540-316,STORMWATER MANHOLE,2012,VIRGINIA BEACH PUBLIC WORKS,12168590.9391957,3478202.92652065,NAVD88,,FIELD,D06-674,Thalia Creek,NO ASSOCIATED SUBDIVISION,District 4,D06,2012/01/01 05:00:00+00,16.29999924,12.17000008,0,8.63000011,8.63000011,SUMMER CRESCENT,14678816745336,,,P122-002,NET_ID_012637,,,
-8477676.5023,4418530.7267,1171,01540-180,STORMWATER MANHOLE,1967,PRIVATELY OWNED,12168606.0592442,3478270.34305248, ,,GPS, ,Thalia Creek,NO ASSOCIATED SUBDIVISION,District 4,D06,1967/01/01 05:00:00+00,-99,0,0,0,0,SUMMER CRESCENT,14678874726230,,,P122-002,,,,
-8458483.7948,4417833.8341,1172,M06684-E2,STORMWATER MANHOLE,,VIRGINIA BEACH PUBLIC WORKS,12219084.0859126,3477745.42612331, ,,GPS, ,Broad Bay,NO ASSOCIATED SUBDIVISION,District 6,M06,,-99,0,0,0,0,CYPRESS AV,24179560511208,,,0353-018,,,,
-8458331.8993,4418044.1186,1173,M06684-A5,STORMWATER MANHOLE,,PRIVATELY OWNED,12219468.5375715,3478306.24160273, ,,GPS, ,Broad Bay,NO ASSOCIATED SUBDIVISION,District 6,M06,,-99,0,0,0,0,MEDITERRANEAN AV,24179822060000,,,0530-027,,,,
-8465024.2505,4420149.8992,1174,05220-1234,STORMWATER MANHOLE,,PRIVATELY OWNED,12201740.2154167,3483351.68197115,NAVD88 JULY 2020 PW SURVEY,2020/07/01 04:00:00+00,SURVEY,J05-644,Wolfsnare Creek,NO ASSOCIATED SUBDIVISION,District 8,J05,,16.12000084,10.97000027,11.01000023,0,0,OLD DONATION PW (WB),24081377690000,,,3988-005,,,,
-8464910.6316,4420123.0956,1175,05220-1230,STORMWATER MANHOLE,,VIRGINIA BEACH PUBLIC WORKS,12202040.530761,3483289.34154464, ,,PLANS,J05-644,Wolfsnare Creek,NO ASSOCIATED SUBDIVISION,District 8,J05,,15.78999996,11.34000015,11.34000015,11.34000015,0,OLD DONATION PW (WB),24081377690000,,,3988-005,,,,
-8465180.9283,4420329.5137,1176,05220-1306,STORMWATER MANHOLE,2011,PRIVATELY OWNED,12201316.3799783,3483810.80408439,NAVD88 JULY 2020 PW SURVEY,2020/07/01 04:00:00+00,SURVEY,J05-644,Wolfsnare Creek,NO ASSOCIATED SUBDIVISION,District 8,J05,2011/01/01 05:00:00+00,16.73999977,11.64000034,11.76000023,11.77999973,11.77000046,GREAT NECK RD N (NB),24081377690000,,,0044-012,,,,
-8465259.0646,4420334.4377,1177,05220-1208,STORMWATER MANHOLE,,VIRGINIA BEACH PUBLIC WORKS,12201110.7757307,3483818.3434394, ,,PLANS,J05-644,Eastern Lynnhaven River,NO ASSOCIATED SUBDIVISION,District 8,J05,,-99,0,0,0,0,GREAT NECK RD N (NB),24081377690000,,,0044-012,NET_ID_013864,,,
-8465109.6439,4420333.7112,1178,05220-1302,STORMWATER MANHOLE,2011,PRIVATELY OWNED,12201503.362872,3483826.65739915,NAVD88 JULY 2020 PW SURVEY,2020/07/01 04:00:00+00,SURVEY,J05-644,Wolfsnare Creek,NO ASSOCIATED SUBDIVISION,District 8,J05,2011/01/01 05:00:00+00,15.71000004,10.77999973,13.21000004,11.43000031,11.5,GREAT NECK RD N (NB),24081377690000,,,0044-012,,,,
-8465280.4164,4420295.2742,1179,05220-1212,STORMWATER MANHOLE,,VIRGINIA BEACH PUBLIC WORKS,12201057.348016,3483714.44108814, ,,PLANS,J05-644,Eastern Lynnhaven River,NO ASSOCIATED SUBDIVISION,District 8,J05,,14.46000004,0,0,0,0,GREAT NECK RD N (NB),24081377690000,,,0044-012,NET_ID_013864,,,
-8464903.2824,4420382.961,1180,05220-1268,STORMWATER MANHOLE,2011,PRIVATELY OWNED,12202042.1314796,3483969.59969856,NAVD88 JULY 2020 PW SURVEY,2020/07/01 04:00:00+00,SURVEY,J05-644,Wolfsnare Creek,NO ASSOCIATED SUBDIVISION,District 8,J05,2011/01/01 05:00:00+00,17.17000008,11.34000015,11.97000027,11.30000019,10.5,GREAT NECK RD N (NB),24081377690000,,,0044-012,,,,
-8464920.2533,4420319.9113,1181,05220-1262,STORMWATER MANHOLE,2011,PRIVATELY OWNED,12202001.8438305,3483803.51472889,NAVD88 JULY 2020 PW SURVEY,2020/07/01 04:00:00+00,SURVEY,J05-644,Wolfsnare Creek,NO ASSOCIATED SUBDIVISION,District 8,J05,2011/01/01 05:00:00+00,17.39999962,0,10.35000038,10.35999966,10.06999969,GREAT NECK RD N (NB),24081377690000,,,0044-012,,,,
-8465077.5583,4420653.482,1182,05220-1170,STORMWATER MANHOLE,,VIRGINIA BEACH PUBLIC WORKS,12201565.8798074,3484665.2885959, ,,PLANS, ,Eastern Lynnhaven River,NO ASSOCIATED SUBDIVISION,District 8,J05,,-99,0,0,0,0,GREAT NECK RD N (NB),24082413190000,,,0044-012,NET_ID_013864,,,
-8477643.5417,4418197.6019,1183,01540-178,STORMWATER MANHOLE,1967,VIRGINIA BEACH PUBLIC WORKS,12168714.3116524,3477400.92549998, ,,GPS, ,Thalia Creek,NO ASSOCIATED SUBDIVISION,District 4,D06,1967/01/01 05:00:00+00,-99,0,0,0,0,TONO CT,14678783100000,,,5876-001,NET_ID_012637,,,
-8477561.3786,4418185.6002,1184,01540-2672,STORMWATER MANHOLE,1967,VIRGINIA BEACH PUBLIC WORKS,12168930.9893686,3477374.88716623, ,,FIELD,I14503,Thalia Creek,NO ASSOCIATED SUBDIVISION,District 4,D06,1967/01/01 05:00:00+00,-99,0,0,0,0,WITCHDUCK RD N (SB),14678783100000,,,0075-008A,NET_ID_012637,,,
-8477565.8562,4418098.2355,1185,01540-2673,STORMWATER MANHOLE,,VIRGINIA BEACH PUBLIC WORKS,12168924.9024385,3477146.01426439, ,,PLANS,I14503,Thalia Creek,NO ASSOCIATED SUBDIVISION,District 4,D06,,-99,0,0,0,0,WITCHDUCK RD N (SB),14678783100000,,,0075-008A,NET_ID_012637,,,
-8477551.2651,4418185.0035,1186,01540-2674,JUNCTION BOX,,VIRGINIA BEACH PUBLIC WORKS,12168957.6031606,3477373.98624939, ,,PLANS,I14503,Thalia Creek,NO ASSOCIATED SUBDIVISION,District 4,D06,,-99,0,0,0,0,WITCHDUCK RD N (SB),14678783100000,,,0075-008A,NET_ID_012637,,,
-8477748.0392,4418221.0432,1187,01540-2517,STORMWATER MANHOLE,1967,VIRGINIA BEACH PUBLIC WORKS,12168438.2036088,3477455.4388424,NAVD88–DEC2016-PW SURVEY,,SURVEY,D06-015,Thalia Creek,NO ASSOCIATED SUBDIVISION,District 4,D06,1967/01/01 05:00:00+00,16.95000076,0,8.35000038,8.39999962,0,WEAVER DR,14678716330000,,,5876-004,NET_ID_012637,,,
-8478052.8015,4416430.3881,1188,21070-8-3,STORMWATER MANHOLE,1970,VIRGINIA BEACH PUBLIC WORKS,12167753.5691513,3472750.14247873,"NAVD88; VDOT PLANS U000-134-175 WITCHDUCK RD PH 2",,GPS,VDOT,Elizabeth River,NO ASSOCIATED SUBDIVISION,District 4,D07,1970/01/01 05:00:00+00,12.78999996,3.30999994,3.30999994,4.71999979,4.71999979,WITCHDUCK RD S (NB),14677266470000,,,0074-007A,NET_ID_011245,,,
-8458511.6534,4417970.0568,1189,M06684-EXA,STORMWATER MANHOLE,1989,VIRGINIA BEACH PUBLIC WORKS,12219001.3829941,3478099.87849839, ,,PLANS, ,Broad Bay,NO ASSOCIATED SUBDIVISION,District 6,M06,1989/01/01 05:00:00+00,10.19999981,0,0,0,0,21ST 1/2 ST,24179800850000,,,6113-003,,,,
-8458499.8423,4417914.7671,1190,3021-040A,STORMWATER MANHOLE,,VIRGINIA BEACH PUBLIC WORKS,12219036.2740004,3477956.05004589, ,,PLANS,M06-684,Broad Bay,NO ASSOCIATED SUBDIVISION,District 6,M06,,8.28999996,1.07000005,0.88999999,1.33000004,0,CYPRESS AV,24179800850000,,,0353-020,,,,
-8458500.4673,4417904.6377,1191,M06684-EX5B,STORMWATER MANHOLE,,VIRGINIA BEACH PUBLIC WORKS,12219035.3383067,3477929.50449531, ,,GPS, ,Broad Bay,NO ASSOCIATED SUBDIVISION,District 6,M06,,8.57999992,2.99000001,2.77999997,0,3.3599999,21ST ST (EB),24179800850000,,,0002-002,,,,
-8458374.8955,4417941.8039,1192,3021-036,STORMWATER MANHOLE,,VIRGINIA BEACH PUBLIC WORKS,12219362.7005129,3478035.54135673, ,,PLANS, ,Broad Bay,NO ASSOCIATED SUBDIVISION,District 6,M06,,-99,0,0,0,0,21ST ST (EB),24179831110000,,,0002-002,,,,
-8458415.0672,4417923.3693,1193,3021-204,STORMWATER MANHOLE,,VIRGINIA BEACH PUBLIC WORKS,12219258.4307083,3477984.49552706, ,,PLANS, ,Broad Bay,NO ASSOCIATED SUBDIVISION,District 6,M06,,-99,0,0,0,0,21ST ST (EB),24179831110000,,,0002-002,,,,
-8458417.2956,4417933.3524,1194,3021-038,STORMWATER MANHOLE,,VIRGINIA BEACH PUBLIC WORKS,12219251.8788841,3478010.45840165, ,,GPS,M06-684,Broad Bay,NO ASSOCIATED SUBDIVISION,District 6,M06,,7.53999996,1.40999997,1.40999997,3.53999996,3.74000001,21ST ST (EB),24179831110000,,,0002-002,,,,
-8458013.2493,4418613.1519,1195,M06145-5-6,STORMWATER MANHOLE,,VIRGINIA BEACH PUBLIC WORKS,12220266.0628794,3479817.30682206, ,,PLANS, ,Broad Bay,NO ASSOCIATED SUBDIVISION,District 6,M06,,-99,0,0,0,0,25TH ST (EB),24270927270000,,,6214-003,,,,
-8462938.4914,4417237.8493,1196,07120-210,STORMWATER MANHOLE,,VIRGINIA BEACH PUBLIC WORKS,12207419.5859477,3475876.48333889,NAVD88-AUG2016-PW SURVEY,,SURVEY, ,Wolfsnare Creek,NO ASSOCIATED SUBDIVISION,District 6,K07,,17.5,14.57999992,14.78999996,0,14.60000038,VIRGINIA BEACH BL (WB),24077650180000,,,0114-024,NET_ID_011801,,,
-8459294.8005,4425111.4201,1197,NB324,STORMWATER MANHOLE,,VIRGINIA BEACH PUBLIC WORKS,12216447.0797037,3496722.93672465, ,,PLANS, ,Oceanfront,NO ASSOCIATED SUBDIVISION,District 6,L03,,-99,0,0,0,0,74TH ST,24196636850000,,,0810-002,,,,
-8473710.7353,4417859.8497,1198,04500-026,STORMWATER MANHOLE,1985,VIRGINIA BEACH PUBLIC WORKS,12179070.6741417,3476775.81290506,,,PLANS, ,Thalia Creek,NO ASSOCIATED SUBDIVISION,District 8,F06,1985/01/01 05:00:00+00,-99,1.27999997,0,1.27999997,0,THALIA RD,14779618230000,,,0711-005,NET_ID_012014,,,
-8475572.8624,4415529.5324,1199,04560-426,STORMWATER MANHOLE,1977,VIRGINIA BEACH PUBLIC WORKS,12174330.1314575,3470555.05861431,Source:Construction Plan,,PLANS, ,Thalia Creek,NO ASSOCIATED SUBDIVISION,District 3,E07,1977/01/01 05:00:00+00,14.06999969,0,10.22000027,0,10.22000027,INDEPENDENCE BL (NB),14774055240000,,,0050-032,,,,
-8461623.943,4417205.8601,1200,08100-084,STORMWATER MANHOLE,2014,VIRGINIA BEACH PUBLIC WORKS,12210876.1820529,3475883.62604114,CONFLICT MANHOLE,,GPS,CIP 2-178,Linkhorn Bay,NO ASSOCIATED SUBDIVISION,District 6,K07,2014/01/01 05:00:00+00,21.94000053,17.43000031,17.43000031,0,0,VIRGINIA BEACH BL (EB),24170597050000,,,0116-061,NET_ID_011715,,,
-8477943.4994,4415370.305,1201,21040-1682,STORMWATER MANHOLE,1993,VIRGINIA BEACH PUBLIC WORKS,12168109.6455389,3469983.08305223,NAVD88-APR 2018 PW SURVEY,2018/04/01 04:00:00+00,SURVEY,D07-304,Elizabeth River,NO ASSOCIATED SUBDIVISION,District 3,D07,1993/01/01 05:00:00+00,10.10000038,5.19000006,5.21999979,5.19999981,5.30999994,BONNEY RD (WB),14668927430000,,,1288-008,,,,
-8477892.8999,4415402.9831,1202,21040-228,STORMWATER MANHOLE,1993,VIRGINIA BEACH PUBLIC WORKS,12168240.5183086,3470071.90341264, ,,PLANS,D07-304,Elizabeth River,NO ASSOCIATED SUBDIVISION,District 3,D07,1993/01/01 05:00:00+00,10.32999992,6.86000013,6.86000013,0,6.86000013,BONNEY RD (WB),14668927430000,,,1288-008,,,,
-8467819.4909,4425934.3222,1203,30010-1586,STORMWATER MANHOLE,1985,VIRGINIA BEACH PUBLIC WORKS,12194006.9618544,3498288.48313423,NAVD72,,PLANS,0000134108,Broad Bay,NO ASSOCIATED SUBDIVISION,District 8,H03,1985/01/01 05:00:00+00,-99,12,12,0,0,GREAT NECK RD N (SB),14993897410000,,,6039-002,,,,
-8475336.4901,4415274.6606,1204,04750-146,STORMWATER MANHOLE,,VIRGINIA BEACH PUBLIC WORKS,12174968.1065595,3469903.6035524, ,,PLANS, ,Thalia Creek,NO ASSOCIATED SUBDIVISION,District 3,E07,,-99,0,7.82999992,0,7.82999992,CENTRE POINTE DR,14764949020000,,,5903-002,,,,
-8475473.1689,4415388.3503,1205,04560-440,STORMWATER MANHOLE,1977,VIRGINIA BEACH PUBLIC WORKS,12174601.4107706,3470192.13939264, ,,PLANS, ,Thalia Creek,NO ASSOCIATED SUBDIVISION,District 3,E07,1977/01/01 05:00:00+00,13.80000019,9.47000027,9.10000038,9.36999989,9.36999989,CENTRE POINTE DR,14764949020000,,,5903-002,,,,
-8475406.8693,4415332.7714,1206,04750-164,STORMWATER MANHOLE,,VIRGINIA BEACH PUBLIC WORKS,12174779.3133019,3470051.0501079, ,,PLANS, ,Thalia Creek,NO ASSOCIATED SUBDIVISION,District 3,E07,,-99,0,0,0,0,INDEPENDENCE BL (NB),14774094300000,,,0050-032,,,,
-8475446.6261,4415366.167,1207,04560-434,STORMWATER MANHOLE,1992,VIRGINIA BEACH PUBLIC WORKS,12174672.628804,3470135.8314344, ,,PLANS, ,Thalia Creek,NO ASSOCIATED SUBDIVISION,District 3,E07,1992/01/01 05:00:00+00,-99,0,0,0,0,INDEPENDENCE BL (SB),14764949020000,,,0051-038,,,,
-8475362.3978,4415312.3152,1208,04750-132,STORMWATER MANHOLE,,VIRGINIA BEACH PUBLIC WORKS,12174897.5423961,3470000.44259755, ,,PLANS, ,Thalia Creek,NO ASSOCIATED SUBDIVISION,District 3,E07,,-99,0,0,0,0,CENTRE POINTE DR,14764949020000,,,5903-002,,,,
-8475377.073,4415306.6728,1209,04750-134,STORMWATER MANHOLE,,VIRGINIA BEACH PUBLIC WORKS,12174859.3403728,3469984.70968939, ,,PLANS, ,Thalia Creek,NO ASSOCIATED SUBDIVISION,District 3,E07,,-99,0,0,0,0,CENTRE POINTE DR,14764949020000,,,5903-002,,,,
-8475363.1758,4415297.0107,1210,04750-138,STORMWATER MANHOLE,,VIRGINIA BEACH PUBLIC WORKS,12174896.5007316,3469960.33834706, ,,PLANS, ,Thalia Creek,NO ASSOCIATED SUBDIVISION,District 3,E07,,-99,0,0,0,6.78000021,CENTRE POINTE DR,14764949020000,,,5903-002,,,,
-8475621.5644,4415516.7046,1211,04560-320,STORMWATER MANHOLE,1984,VIRGINIA BEACH PUBLIC WORKS,12174202.9670136,3470518.28408156, ,,PLANS,E07-063,Thalia Creek,NO ASSOCIATED SUBDIVISION,District 3,E07,1984/01/01 05:00:00+00,14.47999954,9.21000004,5,7.73000002,8,CENTRE POINTE DR,14764949020000,,,5903-002,,,,
-8475697.3348,4415481.0801,1212,04560-316,STORMWATER MANHOLE,1984,VIRGINIA BEACH PUBLIC WORKS,12174006.1501501,3470420.07003914, ,,PLANS,E07-063,Thalia Creek,NO ASSOCIATED SUBDIVISION,District 3,E07,1984/01/01 05:00:00+00,11.5,5,0,0,5,CENTRE POINTE DR,14764949020000,,,5903-002,,,,
-8475653.6465,4415496.7488,1213,04560-318,STORMWATER MANHOLE,1984,VIRGINIA BEACH PUBLIC WORKS,12174119.9517597,3470463.94888839, ,,PLANS,E07-063,Thalia Creek,NO ASSOCIATED SUBDIVISION,District 3,E07,1984/01/01 05:00:00+00,11.80000019,5,5,0,0,CENTRE POINTE DR,14764949020000,,,5903-002,,,,
-8475599.7716,4415519.9787,1214,04560-400,STORMWATER MANHOLE,1984,VIRGINIA BEACH PUBLIC WORKS,12174260.031204,3470528.28603005, ,,PLANS,E07-063,Thalia Creek,NO ASSOCIATED SUBDIVISION,District 3,E07,1984/01/01 05:00:00+00,14.47999954,9.21000004,5,7.73000002,8,CENTRE POINTE DR,14764949020000,,,5903-002,,,,
-8475675.2437,4415499.105,1215,04560-416,STORMWATER MANHOLE,1977,VIRGINIA BEACH PUBLIC WORKS,12174063.0325822,3470468.69461381, ,,PLANS, ,Thalia Creek,NO ASSOCIATED SUBDIVISION,District 3,E07,1977/01/01 05:00:00+00,-99,0,0,0,0,BAXTER RD (EB),14764949020000,,,0010-007,,,,
-8470227.7364,4419116.0576,1216,04140-192,STORMWATER MANHOLE,1965,VIRGINIA BEACH PUBLIC WORKS,12188139.0857949,3480294.62968631,NAVD88-AUG2016-PW SURVEY,,SURVEY,I14503,Thalia Creek,NO ASSOCIATED SUBDIVISION,District 8,G06,1965/01/01 05:00:00+00,13.56000042,0,0,7.13999987,7.03999996,LITTLE NECK RD (SB),14888013100000,,,0060-003,,,,
-8475061.5732,4419750.5981,1217,04360-352,STORMWATER MANHOLE,1995,VIRGINIA BEACH PUBLIC WORKS,12175396.9610167,3481633.16539507,Source:As-built Plan,,SURVEY,CIP 2-987,Thalia Creek,NO ASSOCIATED SUBDIVISION,District 9,E06,1995/01/01 05:00:00+00,15.55000019,0,0,0,0,INDEPENDENCE BL (SB),14785125670000,,,0051-025,NET_ID_013869,,,
-8475557.6311,4419137.1675,1218,04310-012,STORMWATER MANHOLE,2003,SCHOOLS,12174133.8549471,3479995.73527098, ,,PLANS, ,Thalia Creek,NO ASSOCIATED SUBDIVISION,District 4,E06,2003/01/01 05:00:00+00,18.03000069,14.38000011,0,13.64999962,13.89999962,JERICHO RD,14784043300000,,,0470-003,,,,
-8475538.5692,4419114.1987,1219,04310-018,STORMWATER MANHOLE,2003,SCHOOLS,12174185.4430986,3479936.89943065, ,,PLANS, ,Thalia Creek,NO ASSOCIATED SUBDIVISION,District 4,E06,2003/01/01 05:00:00+00,16.5,0,14.48999977,14.48999977,0,JERICHO RD,14784043300000,,,0470-003,,,,
-8475400.1882,4419122.1614,1220,04310-022,STORMWATER MANHOLE,2003,SCHOOLS,12174548.5079892,3479966.83605056, ,,PLANS, ,Thalia Creek,NO ASSOCIATED SUBDIVISION,District 4,E06,2003/01/01 05:00:00+00,17.10000038,0,13.72999954,11,11,JERICHO RD,14784043300000,,,0470-002,,,,
-8474539.7968,4420184.9152,1221,03220-228,STORMWATER MANHOLE,1969,VIRGINIA BEACH PUBLIC WORKS,12176739.2565605,3482803.72407757, ,,PLANS, ,Western Lynnhaven River,NO ASSOCIATED SUBDIVISION,District 8,E05,1969/01/01 05:00:00+00,16.18000031,3.32999992,3.33999991,10.43999958,-99,ST MARK RD,14786362900000,,,4974-002,,,,2023/11/03 15:51:08+00
-8474490.3166,4420203.8125,1222,03220-234,STORMWATER MANHOLE,1969,VIRGINIA BEACH PUBLIC WORKS,12176868.006303,3482856.42410339, ,,PLANS, ,Western Lynnhaven River,NO ASSOCIATED SUBDIVISION,District 8,E05,1969/01/01 05:00:00+00,16.09000015,2.99000001,2.97000003,-99,9.57999992,ST MARK RD,14786298640000,,,4974-002,,,,2023/11/02 21:00:00+00
-8474385.6861,4420332.8173,1223,03220-238,STORMWATER MANHOLE,2004,VIRGINIA BEACH PUBLIC WORKS,12177134.4014395,3483200.79250914, ,,PLANS, ,Western Lynnhaven River,NO ASSOCIATED SUBDIVISION,District 8,F05,2004/01/01 05:00:00+00,14.18999958,-99,2.57999992,2.52999997,2.57999992,ST LUKE ST,14786362900000,,,4972-002,,,,2023/11/02 21:00:00+00
-8474366.9908,4420359.2114,1224,03220-246,STORMWATER MANHOLE,1982,VIRGINIA BEACH PUBLIC WORKS,12177181.7799536,3483271.06992765, ,,PLANS, ,Western Lynnhaven River,NO ASSOCIATED SUBDIVISION,District 8,F05,1982/01/01 05:00:00+00,13.34000015,6.76000023,-99,2.53999996,6.76000023,ST LUKE ST,14787333040000,,,4972-002,,,,2023/11/03 15:51:08+00
-8474346.0134,4420414.8692,1225,03220-266,STORMWATER MANHOLE,2004,VIRGINIA BEACH PUBLIC WORKS,12177233.2286696,3483418.04699589,NAVD88,,PLANS, ,Western Lynnhaven River,NO ASSOCIATED SUBDIVISION,District 8,F05,2004/01/01 05:00:00+00,9.76000023,0,0,0.15000001,4.28999996,ST LUKE ST,14787333040000,,,4972-002,NET_ID_013768,,,2023/11/03 15:51:08+00
-8474391.3016,4420338.3395,1226,03220-762,WATER QUALITY STRUCTURE,2004,SCHOOLS,12177119.285656,3483214.86662798,CDS STORMWATER TREATMENT STRUCTURE MODEL PMSU40_40,,PLANS, ,Western Lynnhaven River,NO ASSOCIATED SUBDIVISION,District 8,F05,2004/01/01 05:00:00+00,14.19999981,7.94999981,8.26000023,-99,-99,ST LUKE ST,14786362900000,,,4972-002,,,,2023/11/02 21:00:00+00
-8474452.9785,4420238.3838,1227,03220-236,STORMWATER MANHOLE,1969,VIRGINIA BEACH PUBLIC WORKS,12176963.8259932,3482949.32385197, ,,PLANS, ,Western Lynnhaven River,NO ASSOCIATED SUBDIVISION,District 8,E05,1969/01/01 05:00:00+00,15.80000019,3.19000006,3.29999995,-99,-99,ST MARK RD,14786362900000,,,4974-001,,,,2023/11/02 21:00:00+00
-8459780.1429,4417565.0568,1228,08080-122,STORMWATER MANHOLE,2001,VIRGINIA BEACH PUBLIC WORKS,12215696.4033835,3476951.59864272, ,,PLANS, ,Linkhorn Bay,NO ASSOCIATED SUBDIVISION,District 6,L06,2001/01/01 05:00:00+00,17.25,0,0,0,0,BIRDNECK RD N (SB),24175668150000,,,7021-008,NET_ID_012051,,,
-8459800.03,4417512.5315,1229,08080-011,STORMWATER MANHOLE,2001,VIRGINIA BEACH PUBLIC WORKS,12215647.7922603,3476812.78297548,"NAVD88; WATERSHED 8 SURVEY 2019",,SURVEY, ,Linkhorn Bay,NO ASSOCIATED SUBDIVISION,District 6,L06,2001/01/01 05:00:00+00,16.81999969,10.89000034,10.89000034,10.89000034,10.89000034,BIRDNECK RD N (SB),24175668150000,,,7021-008,NET_ID_012051,,,
-8458787.6509,4422987.502,1230,30000-6-2,JUNCTION BOX,2012,VIRGINIA BEACH PUBLIC WORKS,12217926.6672957,3491204.69546457,NAVD88,,GPS,CIP7-902,Oceanfront,NO ASSOCIATED SUBDIVISION,District 6,L04,2012/01/01 05:00:00+00,5.5999999,0.54000002,0.89999998,-2.13000011,-2.13000011,ATLANTIC AVE (SB),24198101230124,,,0007-025,,,,
-8477998.8076,4416676.326,1231,21070-1294,STORMWATER MANHOLE,,VIRGINIA BEACH PUBLIC WORKS,12167879.5101724,3473397.22911106,"NAVD88; VDOT PLANS U000-134-175 WITCHDUCK RD PH 2",,IMAGERY,VDOT,Elizabeth River,NO ASSOCIATED SUBDIVISION,District 1,D07,,14.11999989,7.65999985,9.19999981,6.19999981,6.19999981,WITCHDUCK RD S (SB),14677377570000,,,0761-001,NET_ID_011245,,,
-8477985.9398,4416735.7069,1232,21070-1302,STORMWATER MANHOLE,,VIRGINIA BEACH PUBLIC WORKS,12167909.4733671,3473553.45287998,"NAVD88; VDOT PLANS U000-134-175 WITCHDUCK RD PH 2",,IMAGERY,VDOT,Elizabeth River,NO ASSOCIATED SUBDIVISION,District 1,D07,,14.65999985,0,0,7.0999999,7.0999999,WITCHDUCK RD S (SB),14677377570000,,,0761-001,NET_ID_011245,,,
-8478011.7224,4416618.1574,1233,21070-1300,STORMWATER MANHOLE,1970,VIRGINIA BEACH PUBLIC WORKS,12167849.3442222,3473244.17364289,"NAVD88; VDOT PLANS U000-134-175 WITCHDUCK RD PH 2",,PLANS,VDOT,Elizabeth River,NO ASSOCIATED SUBDIVISION,District 1,D07,1970/01/01 05:00:00+00,13.75,0,0,5.80000019,5.80000019,S WITCHDUCK RD,14677266470000,,,0761-001,NET_ID_011245,,,
